Shop Name,Reviews,Address,Phone,Instagram,Facebook,TikTok,Website,City,State,Country,Email,Rating,Scraped At
Darkest Days Tattoo,129,"1107 SW Coast Hwy, Newport, OR 97365",541) 961-4587,https://www.instagram.com/darkestdaystattoo,http://www.facebook.com/wix,https://www.tiktok.com/@destroydraven,https://www.darkestdaystattoo.ink,Lakeview,OR,USA,N/A,4.9,2026-06-16 19:30:46
Tattoos by Savy,9,"415 NE 3rd St, McMinnville, OR 97128",971) 801-4212,https://www.instagram.com/savyyjb,https://www.facebook.com/savytattoos,https://www.tiktok.com/@savymerino,https://www.tattoosbysavy.com,Lakeview,OR,USA,N/A,5.0,2026-06-16 19:32:16
Wildcat Electric Tattoo,25,"1333 Main St, Philomath, OR 97370",541) 286-5550,https://www.instagram.com/wildcat_electric_tattoo,https://www.facebook.com/Wildcat.Ink,https://www.tiktok.com/@donebyself,https://form.jotform.com/250055512304140,Lakeview,OR,USA,email@yahoo.com; example@example.com,5.0,2026-06-16 19:33:30
Black N Blue Tattoo & Skate Shop,382,"1221 NW U.S. 101 Ste A, Lincoln City, OR 97367",541) 418-1527,http://instagram.com/blacknbluetattoonskateshop,N/A,N/A,http://blacknbluetattoo.com,Lakeview,OR,USA,BlackNBlue.Tattoo@yahoo.com; Malcolmlynchtattoos@gmail.com; emailBlackNBlue.Tattoo@yahoo.com; user@domain.com,4.9,2026-06-16 19:35:16
Kitty Meow Ink,3,"198 Gregory Dr, Winston, OR 97496",541) 315-9587,https://www.instagram.com/kittymeowboutique,https://www.facebook.com/p,https://www.tiktok.com/@maggi.ink,N/A,Lakeview,OR,USA,N/A,0,2026-06-16 19:37:04
Old Growth Tattoo Studio,178,"955 NW U.S. 101, Lincoln City, OR 97367",541) 647-3160,https://www.instagram.com/wix,https://www.facebook.com/groups,https://www.tiktok.com/@leilahormozi,http://oldgrowthtattoo.com,Lakeview,OR,USA,example@mysite.com,4.9,2026-06-16 19:38:40
Ink Therapy Tattoo,80,"9050 SW Barbur Blvd, Portland, OR 97219",559) 967-3634,https://www.instagram.com/inktherapypdx,https://www.facebook.com/TATTOOED.BIG.MIKE,https://www.tiktok.com/@_tipsytina,https://inktherapypdx.com,Lakeview,OR,USA,N/A,4.8,2026-06-16 19:40:10
Hell Bent Tattoo,27,"330 OR-99 Ste E, Cottage Grove, OR 97424",541) 357-9818,https://www.instagram.com/hellbent.tattoo,https://www.facebook.com/p,https://www.tiktok.com/@hellbent_tattoo,https://www.bratinks.com,Lakeview,OR,USA,N/A,5.0,2026-06-16 19:41:20
Main Street Tattoo,42,"259 S Main St, Independence, OR 97351",503) 838-9891,https://www.instagram.com/outinthestyx,https://www.facebook.com/twbtattoos,https://www.tiktok.com/@mainstreettattoo,N/A,Lakeview,OR,USA,N/A,4.7,2026-06-16 19:42:17
Cross Over Tattoo Studio,150,"24048 US-20, Philomath, OR 97370",541) 961-0127,https://www.instagram.com/justin_d_crossovertattoo_art,https://www.facebook.com/crossovertattoostudio,https://www.tiktok.com/@weschetattoo,http://crossovertattoostudio.com,Lakeview,OR,USA,cross_over_tattoo@yahoo.com,0,2026-06-16 19:43:33
Magnificent Ink,21,"646 US-101 #4, Depoe Bay, OR 97341",503) 894-3109,https://www.instagram.com/p,https://www.facebook.com/groups,https://www.tiktok.com/@magnificent__meg,N/A,Lakeview,OR,USA,N/A,0,2026-06-16 19:44:35
Reborn Ink,55,"104 S Mill St suite 102, Creswell, OR 97426",541) 658-5107,N/A,https://www.facebook.com/rebornink78,https://www.tiktok.com/@ink.reborn,https://www.facebook.com/rebornink78,Lakeview,OR,USA,N/A,5.0,2026-06-16 19:45:59
Storylines Ink Parlor,83,"324 N Coast Hwy ste. #4, Newport, OR 97365",661) 474-1383,https://www.instagram.com/james.paul.egan,https://www.facebook.com/share,https://www.tiktok.com/@inkslingertattoostudio,http://storylinesinkparlor.com,Lakeview,OR,USA,N/A,5.0,2026-06-16 19:47:35
Brigett Price Lucid Ink Tattoo,11,"4625 SE Woodstock Blvd, Portland, OR 97206",503) 758-3407,https://www.instagram.com/brigettprice,https://www.facebook.com/BrigettPriceTattoos,https://www.tiktok.com/@justinelucyyink,N/A,Lakeview,OR,USA,N/A,5.0,2026-06-16 19:48:50
Suite D Tattoo,3,"35170 Brooten Rd Suite D, Pacific City, OR 97135",541) 921-1935,N/A,https://www.facebook.com/SuiteDTattooPC,https://www.tiktok.com/@ladefaction,http://www.suitedtattoo.com,Lakeview,OR,USA,N/A,0,2026-06-16 19:50:35
Stay True Tattoo,109,"2600 NW U.S. 101 E, Lincoln City, OR 97367",541) 364-1084,http://instagram.com/staytruelincolncity,N/A,https://www.tiktok.com/@ink.sick23,https://www.staytruelincolncity.com,Lakeview,OR,USA,contact@staytruelincolncity.com; staytruelincolncity@gmail.com; user@domain.com,4.9,2026-06-16 19:51:37
Gilded Heart Tattoo,99,"211 E 1st St, Newberg, OR 97132",971) 832-8002,https://www.instagram.com/gildedhearttattoo,N/A,https://www.tiktok.com/@lucasmalone4,https://www.gildedhearttattoo.com,Lakeview,OR,USA,Tat2clan@yahoo.com; tat2clan@yahoo.com; user@domain.com,4.5,2026-06-16 19:53:31
99 TATTOO,284,"904 NW Kings Blvd, Corvallis, OR 97330",541) 777-9972,https://www.instagram.com/_99tattoo,N/A,https://www.tiktok.com/@rozznozz,https://www.instagram.com/_99tattoo,Lakeview,OR,USA,N/A,4.9,2026-06-16 19:57:15
No Guts No Glory Tattoo,148,"1333 NW U.S. 101, Lincoln City, OR 97367",541) 996-8186,N/A,N/A,N/A,https://m.facebook.com/No-Guts-No-Glory-Tattoo-126988387337730,Lakeview,OR,USA,N/A,4.6,2026-06-16 19:59:28
Blue Lace Body Art,17,"92573 River Rd, Junction City, OR 97448",N/A,https://www.instagram.com/emilydianetattoos,https://www.facebook.com/bluelacebodyart,https://www.tiktok.com/@skinsleyyy,N/A,Lakeview,OR,USA,N/A,0,2026-06-16 20:00:28
Viking Tattoo Studio,22,"341 W 6th Ave, Junction City, OR 97448",541) 234-2192,https://www.instagram.com/thevikingtattoostudio,https://www.facebook.com/vikingtattoostudiooregon,https://www.tiktok.com/@vikingtattoostudio,http://vikingtattoostudio.com,Lakeview,OR,USA,TheVikingTattooStudio@yahoo.com,5.0,2026-06-16 20:01:27
Mild Bill's Mighty Oak Tattoo,5,"47581 OR-58, Oakridge, OR 97463",541) 321-9232,N/A,https://www.facebook.com/p,https://www.tiktok.com/@jermdesigns,N/A,Lakeview,OR,USA,N/A,5.0,2026-06-16 20:02:49
Ashe Tattoo Collective,63,"682 S Main St, Myrtle Creek, OR 97457",N/A,https://www.instagram.com/p,https://www.facebook.com/groups,https://www.tiktok.com/@edenbodyartstudios,N/A,Lakeview,OR,USA,N/A,4.4,2026-06-16 20:03:44
Anatomy Tattoo,176,"3021 NE Broadway, Portland, OR 97232",503) 231-1199,https://www.instagram.com/p,https://www.facebook.com/anatomytattoopdx,https://www.tiktok.com/@pmtsketch,https://anatomytattoo.com,Lakeview,OR,USA,N/A,4.8,2026-06-16 20:07:44
Tiburon Tattoo Society,7,"5060 SE Hwy 101, Lincoln City, OR 97367",541) 614-0045,https://www.instagram.com/that_tall_tattoo_guy,https://www.facebook.com/tidepooltattoo,https://www.tiktok.com/@ladefaction,http://www.tiburontattoo.com,Lakeview,OR,USA,amkryukov@gmail.com; jonpinhorn.typedesign@gmail.com,5.0,2026-06-16 20:08:47
Lucky Tiger Tattoo,35,"1333 Main St, Philomath, OR 97370",541) 929-6666,https://www.instagram.com/luckytigertattooparlor,https://www.facebook.com/p,https://www.tiktok.com/@artforthewanderer,https://www.instagram.com/luckytigertattooparlor,Lakeview,OR,USA,N/A,4.6,2026-06-16 20:10:48
SWORDFISH TATTOO,10,"1106 Pine St, Silverton, OR 97381",971) 227-7260,http://instagram.com/swordfishtattoo,N/A,https://www.tiktok.com/@tekulvetattoos,http://swordfishtattoo.com,Lakeview,OR,USA,user@domain.com,5.0,2026-06-16 20:11:47
Wicked Ink Tattoo,3,"185 SW Hwy 101, Waldport, OR 97394",541) 538-1370,https://www.instagram.com/risleytallon,N/A,https://www.tiktok.com/@wickedink52241,https://www.instagram.com/risleytallon,Lakeview,OR,USA,N/A,5.0,2026-06-16 20:13:15
Out of Step Tattoo,13,"1257 High St, Eugene, OR 97401",541) 653-8914,https://www.instagram.com/oostattoo,N/A,https://www.tiktok.com/@mellsbellls,https://www.oostattoo.com,Lakeview,OR,USA,steve@oosbooks.com; user@domain.com,4.4,2026-06-16 20:14:22
Boymamaink,6,"324 SW Coast Hwy, Newport, OR 97365",503) 995-2009,N/A,N/A,N/A,https://web.getporter.io/artist/melissa-mabe,Lakeview,OR,USA,N/A,5.0,2026-06-16 20:17:29
Cascade Tattoo Company (Hanks Family Tattoo),169,"409 Lincoln St #6, The Dalles, OR 97058",808) 255-1624,N/A,http://www.facebook.com/hanksfamilytattooco,N/A,http://www.facebook.com/hanksfamilytattooco,Lakeview,OR,USA,N/A,5.0,2026-06-16 20:18:35
Off The Grid Tattoo,442,"890 Biddle Rd, Medford, OR 97504",541) 622-9666,https://www.instagram.com/offthegridtattoo2024,N/A,https://www.tiktok.com/@natepetroski,http://www.offthegridtattoos.com,Lakeview,OR,USA,Dreamr1777@gmail.con,5.0,2026-06-16 20:19:49
Heritage Tattoos By Jess,11,"108 N 7th St, Winchester Bay, OR 97467",541) 999-0552,https://www.instagram.com/jessvehretattoo,https://www.facebook.com/HeritageTattoosByJess,N/A,https://www.heritagetattoosbyjess.com,Lakeview,OR,USA,HeritageTattoosByJess@gmail.com,4.2,2026-06-16 20:20:52
Rogue Tattoo,183,"1050 Crater Lake Ave Ste d, Medford, OR 97504",541) 622-8119,https://www.instagram.com/roguetattoo1050,https://www.facebook.com/RogueTattoos,https://www.tiktok.com/@matsy__,N/A,Lakeview,OR,USA,N/A,4.7,2026-06-16 20:22:35
Capital G's Tattoo,132,"810 Biddle Rd, Medford, OR 97504",541) 500-1060,https://www.instagram.com/capitalgstattoo,https://www.facebook.com/groups,https://www.tiktok.com/@capitalgstattoo,N/A,Lakeview,OR,USA,N/A,4.9,2026-06-16 20:23:56
Beloved Tattoo,8,"1917 Court Ave, Baker City, OR 97814",N/A,https://www.instagram.com/ladyloohoo,https://www.facebook.com/belovedtattoo,https://www.tiktok.com/@dearlybelovedtattoo,http://beloved-tattoo15.square.site,Lakeview,OR,USA,belovedtattoo15@gmail.com; hi@mystore.com,5.0,2026-06-16 20:24:54
The Fabled Tattooist,3,"21 S 7th St, Central Point, OR 97502",N/A,https://www.instagram.com/thefabledtattooist,https://www.facebook.com/groups,https://www.tiktok.com/@inkedmagazine,https://thefabledtattooist.carrd.co,Lakeview,OR,USA,thefabledtattooist@gmail.com,5.0,2026-06-16 20:26:38
Harbor Tattoo Gallery,62,"545 Chetco Ave, Brookings, OR 97415",541) 251-7713,https://www.instagram.com/popular,https://www.facebook.com/p,https://www.tiktok.com/@beanz_tattoos,N/A,Lakeview,OR,USA,N/A,4.5,2026-06-16 20:27:31
Phyllis Scherer - Permanent Makeup Studio 80 LLC,47,"610 Vaughan Ln 80 Unit 80, Lebanon, OR 97355",503) 732-9977,https://www.instagram.com/alwaysbeautifulcosmetictattoo,N/A,https://www.tiktok.com/@silk.sucks,https://pmustudio80.com,Lebanon,OR,USA,alwaysbeautiful.ps@gmail.com; user@domain.com,0,2026-06-16 20:33:07
Reverie,30,"113 N Blaine St, Newberg, OR 97132",503) 864-0193,https://www.instagram.com/rever.iecollective,N/A,https://www.tiktok.com/@abbiesteeletattoos,http://www.reverietattoo.studio,Lexington,OR,USA,INFO.REVERIECOLLECTIVE@GMAIL.COM; user@domain.com,5.0,2026-06-16 20:37:33
Main Street Tattoo,42,"259 S Main St, Independence, OR 97351",503) 838-9891,https://www.instagram.com/main.st.tattoo,https://www.facebook.com/mainstreettattooslasvegas,https://www.tiktok.com/@mainstreettattoo,N/A,Lexington,OR,USA,N/A,4.7,2026-06-16 20:38:55
Gilded Heart Tattoo,99,"211 E 1st St, Newberg, OR 97132",971) 832-8002,https://www.instagram.com/gildedhearttattoo,N/A,https://www.tiktok.com/@lucasmalone4,https://www.gildedhearttattoo.com,Lexington,OR,USA,Tat2clan@yahoo.com; tat2clan@yahoo.com; user@domain.com,4.5,2026-06-16 20:41:41
Eastwood Tattoos,39,"101 W Main Ave Suite 203, Sisters, OR 97759",541) 719-8845,https://www.instagram.com/eastwood_tattoos,N/A,N/A,http://eastwoodtattoos.com,Millersburg,OR,USA,amkryukov@gmail.com; joanneeastwoodtattoo@gmail.com; joanneleastwood@gmail.com; jonpinhorn.typedesign@gmail.com,4.8,2026-06-16 20:59:05
Eternal Tattoo Company,49,"615 SW Evergreen Ave #301, Redmond, OR 97756",541) 316-8008,N/A,https://www.facebook.com/p,https://www.tiktok.com/@eternal.tattoo.ne,http://www.eternaltattoocompany.com,Millersburg,OR,USA,eternaltattoocompany@protonmail.com,4.5,2026-06-16 21:00:39
Gold Star Tattoo,33,"41 SW D St Ste 102, Madras, OR 97741",541) 699-1155,https://www.instagram.com/gold_star_tattoo,https://www.facebook.com/p,https://www.tiktok.com/@astartattoos,http://goldstartattooco.com,Millersburg,OR,USA,N/A,4.8,2026-06-16 21:02:07
Four Flames Tattoo Studio,95,"2905 S Hwy 97 Ste 110, Redmond, OR 97756",541) 930-4224,https://www.instagram.com/four_flames_tattoo,N/A,https://www.tiktok.com/@alex78082,http://www.fourflamestattoo.com,Millersburg,OR,USA,user@domain.com,4.9,2026-06-16 21:03:11
Monolith Tattoo & Piercing,650,"61470 S Hwy 97 #3a, Bend, OR 97702",541) 647-2347,https://www.instagram.com/monolith_tattoo_studio,https://www.facebook.com/monolithtattoo,https://www.tiktok.com/@monolithstudio,http://www.monolithtattoostudio.com,Millersburg,OR,USA,N/A,4.8,2026-06-16 21:08:47
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,N/A,N/A,N/A,N/A,Millersburg,OR,USA,N/A,4.9,2026-06-16 21:11:54
High Desert Ink,101,"308 NW 6th St, Redmond, OR 97756",541) 728-4370,https://www.instagram.com/desertinkstudios,https://www.facebook.com/desertinktatt,https://www.tiktok.com/@honeyinkz,https://www.highdesertink.com,Millersburg,OR,USA,N/A,4.6,2026-06-16 21:21:20
Bend Tattoo Company,185,"875 SE 3rd St #200, Bend, OR 97702",541) 848-8361,https://www.instagram.com/sethrowan1,https://www.facebook.com/BendTattooCompany,https://www.tiktok.com/@ridertattoostudio,http://www.bendtattoo.com,Millersburg,OR,USA,donotreply@nccdn.net; email@bendtattoo.com; info@sethrowan.com,4.9,2026-06-16 21:23:42
Monolith Tattoo Academy,27,"61470 S Hwy 97 #3C, Bend, OR 97702",541) 977-1938,https://www.instagram.com/monolith_tattoo_academy,https://www.facebook.com/monolithtattoo,https://www.tiktok.com/@monolithstudio,https://monolithtattooacademy.com,Millersburg,OR,USA,N/A,4.8,2026-06-16 21:25:15
Rider Tattoo,126,"70 SW Century Dr #110, Bend, OR 97702",458) 202-4751,https://www.instagram.com/tiffanytattoos,https://www.facebook.com/Ridertattooco,http://www.tiktok.com/@tiffanytattoos,http://ridertattoo.com,Millersburg,OR,USA,Tannertattoosthings1@gmail.com; booking@ridertattoo.com; filler@godaddy.com,4.9,2026-06-16 21:26:45
Smith Rock Tattoo Co,6,"8255 NW 11th St Ste 1, Terrebonne, OR 97760",N/A,https://www.instagram.com/smithrocktattooco,https://www.facebook.com/p,https://www.tiktok.com/@thebuckarootattoo,https://www.instagram.com/smithrocktattooco,Millersburg,OR,USA,N/A,4.3,2026-06-16 21:28:36
Hurts So Good Tattooing,27,"19008 SE Division St, Gresham, OR 97030",503) 206-6043,https://www.instagram.com/hurtssogoodtat,https://www.facebook.com/groups,https://www.tiktok.com/@thefangandflower,https://m.facebook.com/pages/category/Tattoo---Piercing-Shop/Hurts-So-Good-Tattooing-350760809851,Millersburg,OR,USA,N/A,5.0,2026-06-16 21:30:29
Sundew Tattoo,107,"1276 Main St E, Monmouth, OR 97361",N/A,https://www.instagram.com/sundew.tattoo,https://www.facebook.com/groups,https://www.tiktok.com/@morgsvstheworld,https://sundewtattoo.com,Millersburg,OR,USA,N/A,5.0,2026-06-16 21:31:48
Milwaukie Tattoo Co,177,"10387 SE Main St, Milwaukie, OR 97222",971) 403-6766,http://instagram.com/squarespace,N/A,https://www.tiktok.com/@t.c.tattoo,http://www.milwaukietattoo.com,Milwaukie,OR,USA,milwaukietattooco@gmail.com; user@domain.com,4.4,2026-06-16 21:34:55
Welcome Home Tattoo,96,"1981 SE Monroe St, Milwaukie, OR 97222",503) 545-0515,https://www.instagram.com/brutalxboogie,https://www.facebook.com/groups,https://www.tiktok.com/@inkkingdom_tattoo_phuket,https://welcomehometattoo.com,Milwaukie,OR,USA,N/A,5.0,2026-06-16 21:35:51
Star Tattoo,48,"14110 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 653-5679,N/A,N/A,N/A,N/A,Milwaukie,OR,USA,N/A,4.9,2026-06-16 21:39:03
Tessa Raye Tattoos,46,"10675 SE 42nd Ave, Milwaukie, OR 97222",N/A,http://instagram.com/tessarayetattoos,N/A,https://www.tiktok.com/@tessarayetattoos,https://tessaraye.com,Milwaukie,OR,USA,user@domain.com,5.0,2026-06-16 21:40:25
"Raincloud Tattoo, private studio of Kari Yocom",119,"5115 SE Aldercrest Rd, Milwaukie, OR 97222",971) 206-4151,https://www.instagram.com/pdxraincloud,N/A,https://www.tiktok.com/@pdxraincloud,http://raincloudtattoo.com,Milwaukie,OR,USA,pdxraincloudtattoo@gmail.com; raincloudtattoo@pm.me; user@domain.com,5.0,2026-06-16 21:43:03
Pussycat Tattoo,64,"17052 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 786-8090,https://www.instagram.com/pusssycattattoo,https://www.facebook.com/Pussycat-Tattoo-127975257222799,https://www.tiktok.com/@pussycat.tattoo,https://pussycattattoo.com,Milwaukie,OR,USA,customtattooforyou@gmail.com,5.0,2026-06-16 21:45:15
Jonny Shiitake's Ludicrous Ink Tattoo,6,"6120 SE King Rd, Milwaukie, OR 97222",503) 678-3373,N/A,N/A,N/A,https://ludicrousink.com,Milwaukie,OR,USA,N/A,5.0,2026-06-16 21:47:47
Patron Saints Tattoo,74,"18805 SE McLoughlin Blvd, Portland, OR 97267",503) 882-8415,N/A,N/A,N/A,http://patronsaintstattoo.com,Milwaukie,OR,USA,N/A,5.0,2026-06-16 21:52:14
Euphoria Body Piercing & Tattoo,167,"12000 SE 82nd Ave D217, Happy Valley, OR 97086",503) 659-3848,N/A,N/A,N/A,http://euphoria-piercing-tattoo.com,Milwaukie,OR,USA,N/A,4.5,2026-06-16 21:55:36
Italic Ink,9,"139 S Monmouth Ave, Monmouth, OR 97361",503) 910-3857,https://www.instagram.com/italicinktattoo,https://www.facebook.com/italicinktattoo,N/A,https://www.italicinktattoo.com,Monmouth,OR,USA,italicinktattoo@gmail.com,5.0,2026-06-16 22:03:48
Main Street Tattoo,42,"259 S Main St, Independence, OR 97351",503) 838-9891,N/A,N/A,N/A,N/A,Monmouth,OR,USA,N/A,4.7,2026-06-16 22:05:41
Sacred Art Tattoo LLC,134,"1425 NW Monroe Ave # C, Corvallis, OR 97330",541) 752-7463,N/A,N/A,N/A,N/A,Monroe,OR,USA,N/A,4.5,2026-06-16 22:08:53
Cross Over Tattoo Studio,150,"24048 US-20, Philomath, OR 97370",541) 961-0127,https://www.instagram.com/justin_d_crossovertattoo_art,https://www.facebook.com/crossovertattoostudio,https://www.tiktok.com/@justinkd_tatts,http://crossovertattoostudio.com,Monroe,OR,USA,cross_over_tattoo@yahoo.com,4.9,2026-06-16 22:10:12
No Hope No Fear Tattoo Art Studio,35,"828 SE 1st St, McMinnville, OR 97128",503) 583-2833,https://www.instagram.com/nohopenofeartattoo,https://www.facebook.com/nohopenofeartattoo,https://www.tiktok.com/@jameskernart,http://www.nohopenofeartattoo.com,Monroe,OR,USA,N/A,4.8,2026-06-16 22:15:42
Sweet Home Tattoo,23,"1228 Main St, Sweet Home, OR 97386",503) 984-1576,N/A,N/A,N/A,N/A,Monroe,OR,USA,N/A,4.7,2026-06-16 22:17:44
Magnificent Ink,16,"164 C St, Independence, OR 97351",503) 894-3109,https://www.instagram.com/p,https://www.facebook.com/groups,https://www.tiktok.com/@emokingpin,N/A,Monroe,OR,USA,N/A,5.0,2026-06-16 22:18:56
Ink Rich Tattoo,41,"1210 S Main St, Lebanon, OR 97355",541) 570-3370,N/A,N/A,N/A,N/A,Monroe,OR,USA,N/A,5.0,2026-06-16 22:20:19
Real Eye Zing Art,127,"203 S 1st St, St Helens, OR 97051",503) 396-5018,https://www.instagram.com/realeyezingart,https://www.facebook.com/realeyezingart,https://www.tiktok.com/@realeyezingart,https://realeyezingart.com,Monroe,OR,USA,N/A,4.5,2026-06-16 22:25:54
Euphoria Body Piercing & Tattoo,167,"12000 SE 82nd Ave D217, Happy Valley, OR 97086",503) 659-3848,N/A,N/A,N/A,http://euphoria-piercing-tattoo.com,Monroe,OR,USA,N/A,4.5,2026-06-16 22:33:31
Harley's Piercing Parlor,164,"1860 Virginia Ave Ste 9, North Bend, OR 97459",541) 260-2002,https://www.instagram.com/harleyspiercingparlor,https://www.facebook.com/harleyspiercingparlor,https://www.tiktok.com/@feedmegems,http://harleyspiercing-parlor.square.site,Monroe,OR,USA,N/A,4.7,2026-06-16 22:39:45
Hood River Tattoo,16,"209 Oak St Unit 204, Hood River, OR 97031",541) 490-2775,https://www.instagram.com/hoodrivertattoo,https://www.facebook.com/hoodrivertattoo,N/A,http://hoodrivertattoo.com,Odell,OR,USA,hoodrivertattoo@gmail.com,4.5,2026-06-16 23:03:26
Society Tattoo & Piercing,20,"307 Oak St, Hood River, OR 97031",509) 310-8494,https://www.instagram.com/vagaropro,https://www.facebook.com/vagaropro,https://www.tiktok.com/@the.inksociety,https://www.vagaro.com/societypiercing,Odell,OR,USA,N/A,4.4,2026-06-16 23:05:13
Walk In Tattoos Hood River,43,"202 Cascade Ave # F, Hood River, OR 97031",541) 399-7572,https://www.instagram.com/walk.in.tattoos.hoodriver,https://www.facebook.com/p,N/A,N/A,Odell,OR,USA,N/A,0,2026-06-16 23:06:26
Cascade Tattoo Company (Hanks Family Tattoo),169,"409 Lincoln St #6, The Dalles, OR 97058",808) 255-1624,N/A,http://www.facebook.com/hanksfamilytattooco,N/A,http://www.facebook.com/hanksfamilytattooco,Odell,OR,USA,N/A,0,2026-06-16 23:07:47
Blink & Ink Artistry,18,"216 Columbia St, Hood River, OR 97031",971) 506-2860,https://www.instagram.com/subisalon,N/A,https://www.tiktok.com/@inkd.inc,http://www.subisalon.com,Odell,OR,USA,info@subisalon.com; user@domain.com,5.0,2026-06-16 23:09:20
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/p,https://www.facebook.com/angelinktattooschool,https://www.tiktok.com/@angel.inkz,http://www.angelinktattoo.com,Odell,OR,USA,N/A,4.7,2026-06-16 23:10:24
Jaded Soul’s Living Art Tattoo,334,"25 NW 1st St, Gresham, OR 97030",503) 492-6420,https://www.instagram.com/jadedsoulslivingarttattoo,http://www.facebook.com/pages,https://www.tiktok.com/@gabedesimone337,http://www.jadedsoultattoo.com,Odell,OR,USA,Tattoogresham@gmail.com; tattoogresham@gmail.com,0,2026-06-16 23:11:43
Tattoos by Nitereign,1,"116 3rd St, Hood River, OR 97031",541) 300-9077,https://www.instagram.com/denvernitereign,https://www.facebook.com/groups,https://www.tiktok.com/@malditonacho,N/A,Odell,OR,USA,N/A,5.0,2026-06-16 23:12:43
Hood River Tattoo,16,"209 Oak St Unit 204, Hood River, OR 97031",541) 490-2775,https://www.instagram.com/hoodrivertattoo,https://www.facebook.com/hoodrivertattoo,N/A,http://hoodrivertattoo.com,Ontario,OR,USA,hoodrivertattoo@gmail.com,4.5,2026-06-16 23:14:40
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,https://www.instagram.com/lucky_supreme_tattoo,https://www.facebook.com/LuckySupremeTattoo,https://www.tiktok.com/@cometosister,N/A,Ontario,OR,USA,N/A,4.9,2026-06-16 23:15:38
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/red_fang_ink,https://www.facebook.com/angelinktattooschool,https://www.tiktok.com/@angel.inkz,http://www.angelinktattoo.com,Ontario,OR,USA,N/A,0,2026-06-16 23:16:53
Walk In Tattoos Hood River,43,"202 Cascade Ave # F, Hood River, OR 97031",541) 399-7572,https://www.instagram.com/walk.in.tattoos.hoodriver,https://www.facebook.com/p,N/A,N/A,Ontario,OR,USA,N/A,4.8,2026-06-16 23:17:57
OREGON CITY TATTOO,142,"Lower Level, 207 7th St B1, Oregon City, OR 97045",503) 974-9173,http://instagram.com/squarespace,N/A,https://www.tiktok.com/@oc.chamber,http://www.oregoncitytattoo.com,Ontario,OR,USA,user@domain.com,4.8,2026-06-16 23:19:03
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,https://www.tiktok.com/@illuminati.tattoo0,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Ontario,OR,USA,N/A,4.7,2026-06-16 23:20:14
Cascade Tattoo Company (Hanks Family Tattoo),169,"409 Lincoln St #6, The Dalles, OR 97058",808) 255-1624,N/A,http://www.facebook.com/hanksfamilytattooco,N/A,http://www.facebook.com/hanksfamilytattooco,Ontario,OR,USA,N/A,0,2026-06-16 23:21:24
Bigtime Walk-In Tattoo,259,"3949 N Williams Ave, Portland, OR 97227",503) 265-8146,https://www.instagram.com/bigtimetattoopdx,N/A,N/A,https://bigtimepdx.com,Ontario,OR,USA,info@bigtimepdx.com; tysondraws@yahoo.com; user@domain.com,4.9,2026-06-16 23:22:47
OREGON CITY TATTOO,142,"Lower Level, 207 7th St B1, Oregon City, OR 97045",503) 974-9173,http://instagram.com/squarespace,N/A,https://www.tiktok.com/@oc.chamber,http://www.oregoncitytattoo.com,Oregon City,OR,USA,user@domain.com,4.8,2026-06-16 23:24:33
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Oregon City,OR,USA,N/A,0,2026-06-16 23:26:06
Wits End Tattoo,24,"358 Warner Milne Rd G103, Oregon City, OR 97045",971) 288-7992,https://www.instagram.com/wits.end.tattoo,https://www.facebook.com/adamstrongart,https://www.tiktok.com/@inked.yazz,http://witsendtattoo.com,Oregon City,OR,USA,N/A,0,2026-06-16 23:27:40
Idol Hands Tattoo,11,"707 Madison St, Oregon City, OR 97045",503) 500-2854,https://www.instagram.com/p,https://www.facebook.com/p,https://www.tiktok.com/@ally.3.p,N/A,Oregon City,OR,USA,N/A,4.6,2026-06-16 23:28:40
Dead Gods Tattoo,79,"1914 Willamette Falls Dr #230, West Linn, OR 97068",503) 344-4170,https://www.instagram.com/deadgodstattoo,https://www.facebook.com/DeadGodsTattoo,https://www.tiktok.com/@ink_fae,http://deadgodstattoo.com,Oregon City,OR,USA,tigard@deadgodstattoo.com; westlinn@deadgodstattoo.com,5.0,2026-06-16 23:29:56
